kind,name,baseTypeID,baseTypeName,subTypeID,uniqueId,isSetItem,isWeaversWill,imageFile,imageUrl,localPath,slug
base,Winged Helm,0,Helmet,36,,,,winged_helm.png,https://lastepoch.tunklab.com/img/item/winged_helm.png,assets/items/base/winged_helm.png,winged_helm
base,Myrmidon Helm,0,Helmet,37,,,,myrmidon_helm.png,https://lastepoch.tunklab.com/img/item/myrmidon_helm.png,assets/items/base/myrmidon_helm.png,myrmidon_helm
base,Augury Helm,0,Helmet,38,,,,augury_helm.png,https://lastepoch.tunklab.com/img/item/augury_helm.png,assets/items/base/augury_helm.png,augury_helm
base,Solarum Greathelm,0,Helmet,39,,,,solarum_greathelm.png,https://lastepoch.tunklab.com/img/item/solarum_greathelm.png,assets/items/base/solarum_greathelm.png,solarum_greathelm
base,Tyrant Crown,0,Helmet,40,,,,tyrant_crown.png,https://lastepoch.tunklab.com/img/item/tyrant_crown.png,assets/items/base/tyrant_crown.png,tyrant_crown
base,Tusked Greathelm,0,Helmet,41,,,,tusked_greathelm.png,https://lastepoch.tunklab.com/img/item/tusked_greathelm.png,assets/items/base/tusked_greathelm.png,tusked_greathelm
base,Cloth Hood,0,Helmet,42,,,,cloth_hood.png,https://lastepoch.tunklab.com/img/item/cloth_hood.png,assets/items/base/cloth_hood.png,cloth_hood
base,Leather Mask,0,Helmet,43,,,,leather_mask.png,https://lastepoch.tunklab.com/img/item/leather_mask.png,assets/items/base/leather_mask.png,leather_mask
base,Bandit Helm,0,Helmet,44,,,,bandit_helm.png,https://lastepoch.tunklab.com/img/item/bandit_helm.png,assets/items/base/bandit_helm.png,bandit_helm
base,Outcast Hat,0,Helmet,45,,,,outcast_hat.png,https://lastepoch.tunklab.com/img/item/outcast_hat.png,assets/items/base/outcast_hat.png,outcast_hat
base,Horned Helm,0,Helmet,46,,,,horned_helm.png,https://lastepoch.tunklab.com/img/item/horned_helm.png,assets/items/base/horned_helm.png,horned_helm
base,Umbral Hood,0,Helmet,47,,,,umbral_hood.png,https://lastepoch.tunklab.com/img/item/umbral_hood.png,assets/items/base/umbral_hood.png,umbral_hood
base,Exile Hat,0,Helmet,48,,,,exile_hat.png,https://lastepoch.tunklab.com/img/item/exile_hat.png,assets/items/base/exile_hat.png,exile_hat
base,Pinnacle Helm,0,Helmet,49,,,,pinnacle_helm.png,https://lastepoch.tunklab.com/img/item/pinnacle_helm.png,assets/items/base/pinnacle_helm.png,pinnacle_helm
base,Falconry Helm,0,Helmet,50,,,,falconry_helm.png,https://lastepoch.tunklab.com/img/item/falconry_helm.png,assets/items/base/falconry_helm.png,falconry_helm
base,Necropolis Helm,0,Helmet,51,,,,necropolis_helm.png,https://lastepoch.tunklab.com/img/item/necropolis_helm.png,assets/items/base/necropolis_helm.png,necropolis_helm
base,Terror Crown,0,Helmet,52,,,,terror_crown.png,https://lastepoch.tunklab.com/img/item/terror_crown.png,assets/items/base/terror_crown.png,terror_crown
base,Avian Helm,0,Helmet,53,,,,avian_helm.png,https://lastepoch.tunklab.com/img/item/avian_helm.png,assets/items/base/avian_helm.png,avian_helm
base,Kolheim Cowl,0,Helmet,54,,,,kolheim_cowl.png,https://lastepoch.tunklab.com/img/item/kolheim_cowl.png,assets/items/base/kolheim_cowl.png,kolheim_cowl
base,Meruna Helm,0,Helmet,55,,,,meruna_helm.png,https://lastepoch.tunklab.com/img/item/meruna_helm.png,assets/items/base/meruna_helm.png,meruna_helm
base,Ancestral Crown,0,Helmet,56,,,,ancestral_crown.png,https://lastepoch.tunklab.com/img/item/ancestral_crown.png,assets/items/base/ancestral_crown.png,ancestral_crown
base,Weathered Crown,0,Helmet,57,,,,weathered_crown.png,https://lastepoch.tunklab.com/img/item/weathered_crown.png,assets/items/base/weathered_crown.png,weathered_crown
base,Arcane Visage,0,Helmet,58,,,,arcane_visage.png,https://lastepoch.tunklab.com/img/item/arcane_visage.png,assets/items/base/arcane_visage.png,arcane_visage
base,Arena Helm,0,Helmet,59,,,,arena_helm.png,https://lastepoch.tunklab.com/img/item/arena_helm.png,assets/items/base/arena_helm.png,arena_helm
base,Spiked Helm,0,Helmet,60,,,,spiked_helm.png,https://lastepoch.tunklab.com/img/item/spiked_helm.png,assets/items/base/spiked_helm.png,spiked_helm
base,Leonine Greathelm,0,Helmet,61,,,,leonine_greathelm.png,https://lastepoch.tunklab.com/img/item/leonine_greathelm.png,assets/items/base/leonine_greathelm.png,leonine_greathelm
base,Witch Hat,0,Helmet,62,,,,witch_hat.png,https://lastepoch.tunklab.com/img/item/witch_hat.png,assets/items/base/witch_hat.png,witch_hat
base,Coven Hat,0,Helmet,63,,,,coven_hat.png,https://lastepoch.tunklab.com/img/item/coven_hat.png,assets/items/base/coven_hat.png,coven_hat
base,Immortal Crown,0,Helmet,64,,,,immortal_crown.png,https://lastepoch.tunklab.com/img/item/immortal_crown.png,assets/items/base/immortal_crown.png,immortal_crown
base,Grolehide Hood,0,Helmet,65,,,,grolehide_hood.png,https://lastepoch.tunklab.com/img/item/grolehide_hood.png,assets/items/base/grolehide_hood.png,grolehide_hood
base,Scalebane Grimace,0,Helmet,66,,,,scalebane_grimace.png,https://lastepoch.tunklab.com/img/item/scalebane_grimace.png,assets/items/base/scalebane_grimace.png,scalebane_grimace
base,Blood Visage,0,Helmet,67,,,,blood_visage.png,https://lastepoch.tunklab.com/img/item/blood_visage.png,assets/items/base/blood_visage.png,blood_visage
base,Dragon Visage,0,Helmet,68,,,,dragon_visage.png,https://lastepoch.tunklab.com/img/item/dragon_visage.png,assets/items/base/dragon_visage.png,dragon_visage
base,Gorgonscale Coif,0,Helmet,69,,,,gorgonscale_coif.png,https://lastepoch.tunklab.com/img/item/gorgonscale_coif.png,assets/items/base/gorgonscale_coif.png,gorgonscale_coif
base,Raven Crown,0,Helmet,70,,,,raven_crown.png,https://lastepoch.tunklab.com/img/item/raven_crown.png,assets/items/base/raven_crown.png,raven_crown
base,Refuge Armor,1,Body Armor,0,,,,mercenary_armor.png,https://lastepoch.tunklab.com/img/item/mercenary_armor.png,assets/items/base/mercenary_armor.png,refuge_armor
base,Leather Coat,1,Body Armor,1,,,,leather_coat.png,https://lastepoch.tunklab.com/img/item/leather_coat.png,assets/items/base/leather_coat.png,leather_coat
base,Iron Armor,1,Body Armor,2,,,,iron_armor.png,https://lastepoch.tunklab.com/img/item/iron_armor.png,assets/items/base/iron_armor.png,iron_armor
base,Noble Raiment,1,Body Armor,3,,,,red_leather_armor.png,https://lastepoch.tunklab.com/img/item/red_leather_armor.png,assets/items/base/red_leather_armor.png,noble_raiment
base,Banded Armor,1,Body Armor,4,,,,banded_armor.png,https://lastepoch.tunklab.com/img/item/banded_armor.png,assets/items/base/banded_armor.png,banded_armor
base,Copper Plate,1,Body Armor,5,,,,copper_armor.png,https://lastepoch.tunklab.com/img/item/copper_armor.png,assets/items/base/copper_armor.png,copper_plate
base,Gladiator Armor,1,Body Armor,6,,,,secutor_armor.png,https://lastepoch.tunklab.com/img/item/secutor_armor.png,assets/items/base/secutor_armor.png,gladiator_armor
base,Forest Cuirass,1,Body Armor,7,,,,,,,forest_cuirass
base,Outcast Rags,1,Body Armor,8,,,,outcast_rags.png,https://lastepoch.tunklab.com/img/item/outcast_rags.png,assets/items/base/outcast_rags.png,outcast_rags
base,Heretic Garb,1,Body Armor,9,,,,heretic_garb.png,https://lastepoch.tunklab.com/img/item/heretic_garb.png,assets/items/base/heretic_garb.png,heretic_garb
base,Initiate Robes,1,Body Armor,10,,,,initiate_robes.png,https://lastepoch.tunklab.com/img/item/initiate_robes.png,assets/items/base/initiate_robes.png,initiate_robes
base,Ribbed Cuirass,1,Body Armor,11,,,,ribbed_cuirass.png,https://lastepoch.tunklab.com/img/item/ribbed_cuirass.png,assets/items/base/ribbed_cuirass.png,ribbed_cuirass
base,Fiend Robes,1,Body Armor,12,,,,fiend_robes.png,https://lastepoch.tunklab.com/img/item/fiend_robes.png,assets/items/base/fiend_robes.png,fiend_robes
base,Burial Plate,1,Body Armor,13,,,,burial_plate.png,https://lastepoch.tunklab.com/img/item/burial_plate.png,assets/items/base/burial_plate.png,burial_plate
base,Profane Regalia,1,Body Armor,14,,,,profane_regalia.png,https://lastepoch.tunklab.com/img/item/profane_regalia.png,assets/items/base/profane_regalia.png,profane_regalia
base,Revenant Plate,1,Body Armor,15,,,,revenant_plate.png,https://lastepoch.tunklab.com/img/item/revenant_plate.png,assets/items/base/revenant_plate.png,revenant_plate
base,Traveling Coat,1,Body Armor,16,,,,traveling_coat.png,https://lastepoch.tunklab.com/img/item/traveling_coat.png,assets/items/base/traveling_coat.png,traveling_coat
base,Adept Robes,1,Body Armor,17,,,,adept_robes.png,https://lastepoch.tunklab.com/img/item/adept_robes.png,assets/items/base/adept_robes.png,adept_robes
base,Archive Robes,1,Body Armor,18,,,,archive_robes.png,https://lastepoch.tunklab.com/img/item/archive_robes.png,assets/items/base/archive_robes.png,archive_robes
base,Temple Garb,1,Body Armor,19,,,,temple_garb.png,https://lastepoch.tunklab.com/img/item/temple_garb.png,assets/items/base/temple_garb.png,temple_garb
base,Opulent Robes,1,Body Armor,20,,,,opulent_robes.png,https://lastepoch.tunklab.com/img/item/opulent_robes.png,assets/items/base/opulent_robes.png,opulent_robes
base,Mystic Plate,1,Body Armor,21,,,,mystic_plate.png,https://lastepoch.tunklab.com/img/item/mystic_plate.png,assets/items/base/mystic_plate.png,mystic_plate
base,Celestial Raiment,1,Body Armor,22,,,,celestial_raiment.png,https://lastepoch.tunklab.com/img/item/celestial_raiment.png,assets/items/base/celestial_raiment.png,celestial_raiment
base,Vul'kaur Regalia,1,Body Armor,23,,,,vulkaur_regalia.png,https://lastepoch.tunklab.com/img/item/vulkaur_regalia.png,assets/items/base/vulkaur_regalia.png,vulkaur_regalia
base,Hide Armor,1,Body Armor,24,,,,hide_armor.png,https://lastepoch.tunklab.com/img/item/hide_armor.png,assets/items/base/hide_armor.png,hide_armor
base,Oak Armor,1,Body Armor,25,,,,oak_armor.png,https://lastepoch.tunklab.com/img/item/oak_armor.png,assets/items/base/oak_armor.png,oak_armor
base,Forest Garb,1,Body Armor,26,,,,forest_garb.png,https://lastepoch.tunklab.com/img/item/forest_garb.png,assets/items/base/forest_garb.png,forest_garb
base,Icewolf Garb,1,Body Armor,27,,,,icewolf_garb.png,https://lastepoch.tunklab.com/img/item/icewolf_garb.png,assets/items/base/icewolf_garb.png,icewolf_garb
base,Shamanic Garb,1,Body Armor,28,,,,shamanic_garb.png,https://lastepoch.tunklab.com/img/item/shamanic_garb.png,assets/items/base/shamanic_garb.png,shamanic_garb
base,Kolheim Armor,1,Body Armor,29,,,,kolheim_armor.png,https://lastepoch.tunklab.com/img/item/kolheim_armor.png,assets/items/base/kolheim_armor.png,kolheim_armor
base,Meruna Carapace,1,Body Armor,30,,,,meruna_carapace.png,https://lastepoch.tunklab.com/img/item/meruna_carapace.png,assets/items/base/meruna_carapace.png,meruna_carapace
base,Greatwood Coat,1,Body Armor,31,,,,greatwood_coat.png,https://lastepoch.tunklab.com/img/item/greatwood_coat.png,assets/items/base/greatwood_coat.png,greatwood_coat
base,Ringmail Hauberk,1,Body Armor,32,,,,ringmail_hauberk.png,https://lastepoch.tunklab.com/img/item/ringmail_hauberk.png,assets/items/base/ringmail_hauberk.png,ringmail_hauberk
base,Infantry Hauberk,1,Body Armor,33,,,,infantry_hauberk.png,https://lastepoch.tunklab.com/img/item/infantry_hauberk.png,assets/items/base/infantry_hauberk.png,infantry_hauberk
base,Iron Cuirass,1,Body Armor,34,,,,iron_cuirass.png,https://lastepoch.tunklab.com/img/item/iron_cuirass.png,assets/items/base/iron_cuirass.png,iron_cuirass
base,Full Plate,1,Body Armor,35,,,,full_plate.png,https://lastepoch.tunklab.com/img/item/full_plate.png,assets/items/base/full_plate.png,full_plate
base,Noble Plate,1,Body Armor,36,,,,noble_plate.png,https://lastepoch.tunklab.com/img/item/noble_plate.png,assets/items/base/noble_plate.png,noble_plate
base,Myrmidon Plate,1,Body Armor,37,,,,myrmidon_plate.png,https://lastepoch.tunklab.com/img/item/myrmidon_plate.png,assets/items/base/myrmidon_plate.png,myrmidon_plate
base,Augury Plate,1,Body Armor,38,,,,augury_plate.png,https://lastepoch.tunklab.com/img/item/augury_plate.png,assets/items/base/augury_plate.png,augury_plate
base,Solarum Plate,1,Body Armor,39,,,,solarum_plate.png,https://lastepoch.tunklab.com/img/item/solarum_plate.png,assets/items/base/solarum_plate.png,solarum_plate
base,Apocalypse Plate,1,Body Armor,40,,,,apocalypse_plate.png,https://lastepoch.tunklab.com/img/item/apocalypse_plate.png,assets/items/base/apocalypse_plate.png,apocalypse_plate
base,Tyrant Regalia,1,Body Armor,41,,,,tyrant_regalia.png,https://lastepoch.tunklab.com/img/item/tyrant_regalia.png,assets/items/base/tyrant_regalia.png,tyrant_regalia
base,Ancestral Garb,1,Body Armor,42,,,,ancestral_garb.png,https://lastepoch.tunklab.com/img/item/ancestral_garb.png,assets/items/base/ancestral_garb.png,ancestral_garb
base,Cloth Armor,1,Body Armor,43,,,,cloth_armor.png,https://lastepoch.tunklab.com/img/item/cloth_armor.png,assets/items/base/cloth_armor.png,cloth_armor
base,Leather Hauberk,1,Body Armor,44,,,,leather_hauberk.png,https://lastepoch.tunklab.com/img/item/leather_hauberk.png,assets/items/base/leather_hauberk.png,leather_hauberk
base,Bandit Garb,1,Body Armor,45,,,,bandit_garb.png,https://lastepoch.tunklab.com/img/item/bandit_garb.png,assets/items/base/bandit_garb.png,bandit_garb
base,Outcast Coat,1,Body Armor,46,,,,outcast_coat.png,https://lastepoch.tunklab.com/img/item/outcast_coat.png,assets/items/base/outcast_coat.png,outcast_coat
base,Brigandine Armor,1,Body Armor,47,,,,brigandine_armor.png,https://lastepoch.tunklab.com/img/item/brigandine_armor.png,assets/items/base/brigandine_armor.png,brigandine_armor
base,Umbral Coat,1,Body Armor,48,,,,umbral_coat.png,https://lastepoch.tunklab.com/img/item/umbral_coat.png,assets/items/base/umbral_coat.png,umbral_coat
base,Exile Coat,1,Body Armor,49,,,,exile_coat.png,https://lastepoch.tunklab.com/img/item/exile_coat.png,assets/items/base/exile_coat.png,exile_coat
base,Elite Regalia,1,Body Armor,50,,,,elite_regalia.png,https://lastepoch.tunklab.com/img/item/elite_regalia.png,assets/items/base/elite_regalia.png,elite_regalia
base,Falconry Armor,1,Body Armor,51,,,,falconry_armor.png,https://lastepoch.tunklab.com/img/item/falconry_armor.png,assets/items/base/falconry_armor.png,falconry_armor
base,Necropolis Plate,1,Body Armor,52,,,,necropolis_plate.png,https://lastepoch.tunklab.com/img/item/necropolis_plate.png,assets/items/base/necropolis_plate.png,necropolis_plate
base,Avian Garb,1,Body Armor,53,,,,avian_garb.png,https://lastepoch.tunklab.com/img/item/avian_garb.png,assets/items/base/avian_garb.png,avian_garb
base,Chitin Carapace,1,Body Armor,54,,,,chitin_carapace.png,https://lastepoch.tunklab.com/img/item/chitin_carapace.png,assets/items/base/chitin_carapace.png,chitin_carapace
base,Beastmail,1,Body Armor,55,,,,beastmail.png,https://lastepoch.tunklab.com/img/item/beastmail.png,assets/items/base/beastmail.png,beastmail
base,Keeper Raiment,1,Body Armor,56,,,,keeper_raiment.png,https://lastepoch.tunklab.com/img/item/keeper_raiment.png,assets/items/base/keeper_raiment.png,keeper_raiment
base,Lunar Raiment,1,Body Armor,57,,,,lunar_raiment.png,https://lastepoch.tunklab.com/img/item/lunar_raiment.png,assets/items/base/lunar_raiment.png,lunar_raiment
base,Arcane Regalia,1,Body Armor,58,,,,arcane_regalia.png,https://lastepoch.tunklab.com/img/item/arcane_regalia.png,assets/items/base/arcane_regalia.png,arcane_regalia
base,Worn Plate,1,Body Armor,59,,,,worn_plate.png,https://lastepoch.tunklab.com/img/item/worn_plate.png,assets/items/base/worn_plate.png,worn_plate
base,Forge Plate,1,Body Armor,60,,,,forge_plate.png,https://lastepoch.tunklab.com/img/item/forge_plate.png,assets/items/base/forge_plate.png,forge_plate
base,Champion Regalia,1,Body Armor,61,,,,champion_regalia.png,https://lastepoch.tunklab.com/img/item/champion_regalia.png,assets/items/base/champion_regalia.png,champion_regalia
base,Witch Robes,1,Body Armor,62,,,,witch_robes.png,https://lastepoch.tunklab.com/img/item/witch_robes.png,assets/items/base/witch_robes.png,witch_robes
base,Coven Robes,1,Body Armor,63,,,,coven_robes.png,https://lastepoch.tunklab.com/img/item/coven_robes.png,assets/items/base/coven_robes.png,coven_robes
base,Immortal Regalia,1,Body Armor,64,,,,immortal_regalia.png,https://lastepoch.tunklab.com/img/item/immortal_regalia.png,assets/items/base/immortal_regalia.png,immortal_regalia
base,Grolehide Coat,1,Body Armor,65,,,,grolehide_coat.png,https://lastepoch.tunklab.com/img/item/grolehide_coat.png,assets/items/base/grolehide_coat.png,grolehide_coat
base,Scalebane Coat,1,Body Armor,66,,,,scalebane_coat.png,https://lastepoch.tunklab.com/img/item/scalebane_coat.png,assets/items/base/scalebane_coat.png,scalebane_coat
base,Wyrmhide Coat,1,Body Armor,67,,,,wyrmhide_coat.png,https://lastepoch.tunklab.com/img/item/wyrmhide_coat.png,assets/items/base/wyrmhide_coat.png,wyrmhide_coat
base,Dragonhide Coat,1,Body Armor,68,,,,dragonhide_coat.png,https://lastepoch.tunklab.com/img/item/dragonhide_coat.png,assets/items/base/dragonhide_coat.png,dragonhide_coat
base,Gorgonscale Coat,1,Body Armor,69,,,,gorgonscale_coat.png,https://lastepoch.tunklab.com/img/item/gorgonscale_coat.png,assets/items/base/gorgonscale_coat.png,gorgonscale_coat
base,Sanguine Regalia,1,Body Armor,70,,,,sanguine_regalia.png,https://lastepoch.tunklab.com/img/item/sanguine_regalia.png,assets/items/base/sanguine_regalia.png,sanguine_regalia
base,Sash,2,Belt,0,,,,sash.png,https://lastepoch.tunklab.com/img/item/sash.png,assets/items/base/sash.png,sash
base,Leather Belt,2,Belt,1,,,,leather_belt.png,https://lastepoch.tunklab.com/img/item/leather_belt.png,assets/items/base/leather_belt.png,leather_belt
base,Plated Belt,2,Belt,2,,,,plated_belt.png,https://lastepoch.tunklab.com/img/item/plated_belt.png,assets/items/base/plated_belt.png,plated_belt
base,Traveller's Belt,2,Belt,3,,,,traveller_belt.png,https://lastepoch.tunklab.com/img/item/traveller_belt.png,assets/items/base/traveller_belt.png,travellers_belt
base,Chain Belt,2,Belt,4,,,,chain_belt.png,https://lastepoch.tunklab.com/img/item/chain_belt.png,assets/items/base/chain_belt.png,chain_belt
base,Nomad Belt,2,Belt,5,,,,nomad_belt.png,https://lastepoch.tunklab.com/img/item/nomad_belt.png,assets/items/base/nomad_belt.png,nomad_belt
base,Noble Sash,2,Belt,6,,,,noble_sash.png,https://lastepoch.tunklab.com/img/item/noble_sash.png,assets/items/base/noble_sash.png,noble_sash
base,Spidersilk Sash,2,Belt,7,,,,spidersilk_sash.png,https://lastepoch.tunklab.com/img/item/spidersilk_sash.png,assets/items/base/spidersilk_sash.png,spidersilk_sash
base,Praetorian Belt,2,Belt,8,,,,praetorian_belt.png,https://lastepoch.tunklab.com/img/item/praetorian_belt.png,assets/items/base/praetorian_belt.png,praetorian_belt
base,Osprean Belt,2,Belt,9,,,,osprean_belt.png,https://lastepoch.tunklab.com/img/item/osprean_belt.png,assets/items/base/osprean_belt.png,osprean_belt
base,Divine Girdle,2,Belt,10,,,,divine_girdle.png,https://lastepoch.tunklab.com/img/item/divine_girdle.png,assets/items/base/divine_girdle.png,divine_girdle
base,Celestial Girdle,2,Belt,11,,,,circle_of_fortune_belt.png,https://lastepoch.tunklab.com/img/item/circle_of_fortune_belt.png,assets/items/base/circle_of_fortune_belt.png,celestial_girdle
base,Coinmail Belt,2,Belt,12,,,,merchants_guild_belt.png,https://lastepoch.tunklab.com/img/item/merchants_guild_belt.png,assets/items/base/merchants_guild_belt.png,coinmail_belt
base,Singularity Belt,2,Belt,13,,,,singularity_belt.png,https://lastepoch.tunklab.com/img/item/singularity_belt.png,assets/items/base/singularity_belt.png,singularity_belt
base,Corruption Binding,2,Belt,14,,,,corruption_binding.png,https://lastepoch.tunklab.com/img/item/corruption_binding.png,assets/items/base/corruption_binding.png,corruption_binding
base,Hide Boots,3,Boots,0,,,,hide_boots.png,https://lastepoch.tunklab.com/img/item/hide_boots.png,assets/items/base/hide_boots.png,hide_boots
base,Leather Boots,3,Boots,1,,,,leather_boots.png,https://lastepoch.tunklab.com/img/item/leather_boots.png,assets/items/base/leather_boots.png,leather_boots
base,Iron Greaves,3,Boots,2,,,,iron_boots.png,https://lastepoch.tunklab.com/img/item/iron_boots.png,assets/items/base/iron_boots.png,iron_greaves
base,Outcast Boots,3,Boots,3,,,,outcast_boots.png,https://lastepoch.tunklab.com/img/item/outcast_boots.png,assets/items/base/outcast_boots.png,outcast_boots
base,Brigandine Boots,3,Boots,4,,,,brigandine_boots.png,https://lastepoch.tunklab.com/img/item/brigandine_boots.png,assets/items/base/brigandine_boots.png,brigandine_boots
base,Heoborean Boots,3,Boots,5,,,,heoborean_boots.png,https://lastepoch.tunklab.com/img/item/heoborean_boots.png,assets/items/base/heoborean_boots.png,heoborean_boots
base,Solarum Greaves,3,Boots,6,,,,solarum_greaves.png,https://lastepoch.tunklab.com/img/item/solarum_greaves.png,assets/items/base/solarum_greaves.png,solarum_greaves
base,Worn Boots,3,Boots,7,,,,worn_boots.png,https://lastepoch.tunklab.com/img/item/worn_boots.png,assets/items/base/worn_boots.png,worn_boots
base,Shrine Boots,3,Boots,8,,,,shrine_boots.png,https://lastepoch.tunklab.com/img/item/shrine_boots.png,assets/items/base/shrine_boots.png,shrine_boots
base,Arcane Boots,3,Boots,9,,,,arcane_boots.png,https://lastepoch.tunklab.com/img/item/arcane_boots.png,assets/items/base/arcane_boots.png,arcane_boots
